127.0.0.1 - - [22/Jun/2024:13:14:25 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:25 +0900] "GET /recycle/WEB-INF/views/list.jsp HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:25 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/list HTTP/1.1" 200 25194
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/js/breakpoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/js/util.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/js/browser.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/js/jquery.dropotron.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/js/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/css/fontawesome-all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/css/images/bg02.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/resources/css/images/bg01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:47 +0900] "GET /recycle/list HTTP/1.1" 200 25194
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:48 +0900] "GET /recycle/lamp HTTP/1.1" 200 76578
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:48 +0900] "GET /recycle/trash HTTP/1.1" 200 48766
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:48 +0900] "GET /recycle/medicine HTTP/1.1" 200 96470
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:48 +0900] "GET /recycle/battery HTTP/1.1" 200 164051
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:48 +0900] "GET /recycle/clothes HTTP/1.1" 200 897437
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:48 +0900] "GET /recycle/resources/images/mapyellow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:48 +0900] "GET /recycle/resources/images/mapgreen.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:48 +0900] "GET /recycle/resources/images/blue.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:14:49 +0900] "GET /recycle/resources/images/clothesM2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:17:21 +0900] "GET /recycle/list HTTP/1.1" 200 25208
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:17:21 +0900] "GET /recycle/resources/css/main.css HTTP/1.1" 200 59284
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:17:21 +0900] "GET /recycle/resources/js/jquery.dropotron.min.js HTTP/1.1" 200 5107
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:17:21 +0900] "GET /recycle/resources/js/breakpoints.min.js HTTP/1.1" 200 2440
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:17:21 +0900] "GET /recycle/resources/js/browser.min.js HTTP/1.1" 200 2052
0:0:0:0:0:0:0:1 - - [22/Jun/2024:13:17:21 +0900] "GET /recycle/resources/js/util.js HTTP/1.1" 200 12433
